Item Code,Description,Base UOM,Item Group,Item Type
01421948,"19MM(3/4"") X 0.48MM GREEN STEEL STRAP(BALING HOOP) ??",KG,21-3,2
01421955,"19MM(3/4"") X 0.55MM GREEN STEEL STRAP (BALING HOOP) ??",KG,21-3,2
01432080,"32MM(1-1/4"") X 0.80MM GREEN STEEL STRAP(BALING HOOP) ??",KG,21-3,2
015480028,1200MM X 2400MM X 28G YK GALVD WIRE WELDED MESH ,SHEET,01-5,0
0154800282,#2 1200MM X 2400MM X 28G YK GALVD WELDED MESH,PC,01-5,0
015480029,1200MM X 2400MM X 29G YK GALVD WIRE WELDED MESH ,SHEET,01-5,0
0154800292,(2#)1200MM X 2400MM X 29G YK GALVD WIRE WELDED MESH ,PC,01-5,0
015480210,1200MM X 2400MM X 210G YK GALVD WIRE WELDED MESH ,SHEET,01-5,0
0154802102,(2#)1200MM X 2400MM X 210G YK GALVD WIRE WELDED MESH ,SHEET,01-5,0
015480211,1200MM X 2400MM X 211G YK GALVD WIRE WELDED MESH ,SHEET,01-5,0
0154802112,1200MM X 2400MM X 211G X 2# YK GALVD WIRE WELDED MESH,SHEET,01-5,0
015480213,1200MM X 2400MM X 213G YK GALVD WIRE WELDED MESH ,SHEET,01-5,0
0154802132,1200MM X 2400MM X 213G X 2# YK GALVD WIRE WELDED MESH,SHEET,01-5,0
0162000,G.I. CL FENCING (SPECIAL ORDER/LOOSE),ROLL,01-6,0
016242010,"4' X 2""(55MM) X 10G X 50'  G.I. CL FENCING ",ROLL,01-6,0
016242013,"4' X 2""(55MM) X 13G X 50'  G.I. CL FENCING ",ROLL,01-6,0
016242510,"4' X 2-1/2""(70MM) X 10G X 50'G.I. CL FENCING ",ROLL,01-6,0
016252010,"5' X 2""(55MM) X 10G X 50' G.I. CL FENCING ",ROLL,01-6,0
016252013,"5' X 2""(55MM) X 13G X 50' G.I. CL FENCING ",ROLL,01-6,0
016262010,"6' X 2""(55MM) X 10G X 50' G.I. CL FENCING ",ROLL,01-6,0
016262013,"6' X 2""(55MM) X 13G X 50' G.I. CL FENCING ",ROLL,01-6,0
0162702212,"1.2M X 70MM X 2.2MM X 15M G.I. CL FENCING (4'X2-1/2""X13G)",ROLL,01-6,0
0162702215,"1.5M X 70MM X 2.2MM X 15M G.I. CL FENCING (5'X2-1/2""X13G)",ROLL,01-6,0
0162702218,"1.8M X 70MM X 2.2MM X 15M G.I. CL FENCING (6'X2-1/2""X13G)",ROLL,01-6,0
01627022182,"1.8M X 70MM X 2.2MM X 15M X 2# G.I. CL FENCING  (6'X2-1/2""X13G)",ROLL,01-6,0
0162703015,"1.5M X 70MM X 3.0MM X 15M G.I. CL FENCING  (5'X2-1/2""X10G)",ROLL,01-6,0
0162703018,1.8M X 70MM X 3.0MM X 15M G.I. CL FENCING (6'X2-1/2X10G),ROLL,01-6,0
016272010,"7' X 2""(55MM) X 10G X 50' G.I. CL FENCING ",ROLL,01-6,0
016272510,"7' X 2-1/2""(70MM) X 10G X 50' G.I. CL FENCING ",ROLL,01-6,0
01630000,PVC CL FENC (SPECIAL ORDER/LOOSE),ROLL,01-6,0
01630525L,"5' X 2-1/2""(70MM) X 10G X LOOSE PVC CL FENC",METER,01-6,0
01630720,"7' X 2""(55MM) X 10G X 50' PVC CL FENC",ROLL,01-6,0
01630725,"7' X 2-1/2""(70MM) X 10G X 50' PVC CL FENC",ROLL,01-6,0
01630820,"8' X 2""(55MM) X 10G X 50' PVC CL FENC",ROLL,01-6,0
01630825,"8' X 2-1/2""(70MM) X 10G X 50' PVC CL FENC",ROLL,01-6,0
01631020,"10' X 2""(55MM) X 10G X 50' PVC CL FENC",ROLL,01-6,0
01631025,"10' X 2-1/2""(70MM) X 10G X 50' PVC CL FENC",ROLL,01-6,0
016340,4KGS(2.3MM) X 37M G.I BARBED WIRE,ROLL,01-6,0
0163553015,"1.5M X 55MM X 3.0MM X 15M PVC CL FENC (5'X2""X10G)",ROLL,01-6,0
01635530152,"1.5M X 55MM X 3.0MM X 15M (2#) PVC CL FENC (5'X2""X10G)",ROLL,01-6,0
0163553018,"1.8M X 55MM X 3.0MM X 15M PVC CL FENC  (6'X2""X10G)",ROLL,01-6,0
0163703012,"1.2M X 70MM X 3.0MM X 15M PVC CL FENC (4'X2-1/2""X10G)",ROLL,01-6,0
0163703015,"1.5M X 70MM X 3.0MM X 15M PVC CL FENC (5'X2-1/2""X10G)",ROLL,01-6,0
0163703018,"1.8M X 70MM X 3.0MM X 15M PVC CL FENC (6'X2-1/2""X10G)",ROLL,01-6,0
01637030182,"1.8M X 70MM X 3.0MM X 15M X 2# PVC CL FENC (6'X2-1/2""X10G)",ROLL,01-6,0
0164040,4KGS(2.4MM) X 60M PVC BARBED WIRE,ROLL,01-6,0
01A5,SPECIAL SIZES G.I BARBED WIRE,ROLL,01-6,0
02004818,4' x 8' x 1.8MM JAPAN G.I. SHEET,SHEET,02-0,0
02013835,3' X 8' X 35G(0.18MM) YKGI PLAIN SHEET????,SHEET,02-0,0
020138352,3' X 8' X 35G(0.18MM) X 2# YKGI PLAIN SHEET????,SHEET,02-0,0
02014810,4' X 8' X 10G(3.0MM) YKGI PLAIN SHEET????,SHEET,02-0,0
02014814,4' X 8' X 14G(2.0MM) YKGI PLAIN SHEET????,SHEET,02-0,0
020148162,4' X 8' X 16G(1.52MM) X 2# YKGI PLAIN SHEET????,SHEET,02-0,0
02014816B,4' X 8' X 16G(1.52MM) YKGI PLAIN SHEET????,SHEET,02-0,0
02014818,4' X 8' X 18G(1.18MM) YKGI PLAIN SHEET????,SHEET,02-0,0
020148182,4' X 8' X 18G(1.20MM) X 2# YKGI PLAIN SHEET????,SHEET,02-0,0
02014819,4' X 8' X 19G(0.98MM) YKGI PLAIN SHEET????,SHEET,02-0,0
02014820,4' X 8' X 20G(0.78MM) YKGI PLAIN SHEET????,SHEET,02-0,0
020148202,4' X 8' X 20G(0.80MM) X 2# YKGI PLAIN SHEET????,SHEET,02-0,0
02014822,4' X 8' X 22G(0.68MM) YKGI PLAIN SHEET????,SHEET,02-0,0
02014823,4' X 8' X 23G(0.58MM) YKGI PLAIN SHEET????,SHEET,02-0,0
02014824,4' X 8' X 24G(0.48MM) YKGI PLAIN SHEET????,SHEET,02-0,0
020148242,(2#)4' X 8' X 24G(0.50MM) YKGI PLAIN SHEET,PC,02-0,0
02014826,4' X 8' X 26G(0.40MM) YKGI PLAIN SHEET????,SHEET,02-0,0
020148262,4' X 8' X 26G(0.40MM) X 2# YKGI PLAIN SHEET????,SHEET,02-0,0
02014828,4' X 8' X 28G(0.30MM) YKGI PLAIN SHEET????,SHEET,02-0,0
020148282,4' X 8' X 28G(0.30MM) X 2# YKGI PLAIN SHEET????,SHEET,02-0,0
020213826GZ,3' X 8' X 26G(0.46MM) GALUZINC SHEET,SHEET,02-0,0
020213828GZ,3' X 8' X 28G(0.33MM) ALUZEN SHEET,SHEET,02-0,0
020213833GZ,3' X 8' X 33G(0.20MM) ALUZEN SHEET,SHEET,02-0,0
02030225,3' X 8' X 25G(0.50MM) E/P YK BLUE SHEET,PC,02-0,0
02030226A,3' X 8' X 26G(A)(0.44MM) SP YK BLUE SHEET,PC,02-0,0
02030228,3' X 8' X 28G(0.36MM) SP/L YK BLUE SHEET,PC,02-0,0
02030325,3' X 8' X 25G(0.50MM) E/P MERANTI BROWN SHEET,PC,02-0,0
02030326A,3' X 8' X 26G(A)(0.44MM) SP MERANTI BROWN SHEET,PC,02-0,0
02030328,3' X 8' X 28G(0.36MM) SP/L MERANTI BROWN SHEET,PC,02-0,0
02030425,3' X 8' X 25G(0.50MM) E/P DARK GREY SHEET,PC,02-0,0
02030426,3' X 8' X 26G E/P DARKGREY SHEET,PC,02-0,0
02030426A,3' X 8' X 26G(A)(0.44MM) SP DARK GREY SHEET,PC,02-0,0
02030426A2,3' X 8' X 26G(A)(0.44MM) X 2# SP DARK GREY SHEET,PC,02-0,0
02030428,3' X 8' X 28G(0.36MM) SP/L DARK GREY SHEET,PC,02-0,0
020304282,3' X 8' X 28G(0.36MM) X 2# SP/L DARK GREY SHEET,PC,02-0,0
020307025,3' X 8' X 25G(0.50MM) E/P YK GREEN SHEET,PC,02-0,0
02030728,3' X 8' X 28G(0.36MM) SP/L YK GREEN SHEET,PC,02-0,0
02030825,3' X 8' X 25G(0.50MM) E/P YK RED SHEET,PC,02-0,0
02030826A,3' X 8' X 26G(A)(0.44MM) SP YK RED SHEET,PC,02-0,0
02030828,3' X 8' X 28G(0.36MM) SP/L YK RED SHEET,PC,02-0,0
02030828CQ,3' X 8' X 28G(CQ)(0.30MM) DOMINA YK RED SHEET,PC,02-0,0
02031128,3' X 8' X 28G(0.36MM) SP/L SUNKISS ORANGE SHEET,PC,02-0,0
020311282,3' X 8' X 28G(0.36MM) X 2# SP/L SUNKISS ORANGE SHEET,PC,02-0,0
020312025,3' X 8' X 25G(0.50MM) E/P WIRA BLUE SHEET,PC,02-0,0
02031426BGZ,3' X SPECIAL SIZE X 26G(B)(0.39MM) GALUZINC SHEET,PC,02-0,0
02031426GZ,3' X SPECIAL SIZE X 26G(0.46MM) GALUZINC SHEET,PC,02-0,0
02031428GZ,3' X SPECIAL SIZE X 28G(0.33MM) ALUZEN SHEET,PC,02-0,0
02032925,3' X 8' X 25G(0.50MM) E/P MIXED COLOUR SHEET,PC,02-0,0
02032926,3' X 8' X 26G E/P MIXED COLOUR SHEET,PC,02-0,0
02032926A,3' X 8' X 26G(A)(0.44MM) SP MIXED COLOUR SHEET,PC,02-0,0
02032926B,3' X 8' X 26G(B)(0.41MM) SP MIXED COLOUR SHEET,PC,02-0,0
02032928,3' X 8' X 28G(0.36MM) SP/L MIXED COLOUR SHEET,PC,02-0,0
02032928CQ,3' X 8' X 28G(CQ)(0.30MM) DOMINA MIXED COLOUR SHEET,PC,02-0,0
02032930,3' X 8' X 30G(0.28MM) DOMINA  MIXED COLOUR SHEET,PC,02-0,0
02033125,3' X SPECIAL SIZE X 25G(0.50MM) E/P COLOUR SHEET,PC,02-0,0
02033125EC,3' X SPECIAL SIZE X 25G(0.50MM) E/C COLOUR SHEET,PC,02-0,0
02033126,3' X SPECIAL SIZE X 26G E/P COLOUR SHEET,PC,02-0,0
02033126A,3' X SPECIAL SIZE X 26G(A)(0.44MM) SP COLOUR SHEET,PC,02-0,0
02033126EC,3' X SPECIAL SIZE X 26G E/C COLOUR SHEET,PC,02-0,0
02033128,3' X SPECIAL SIZE X 28G(0.36MM) SP/L COLOUR SHEET,PC,02-0,0
02033128A,3' X SPECIAL SIZE X 28G(A)(0.33MM) SP/L COLOUR SHEET,PC,02-0,0
02033128CQ,3' X SPECIAL SIZE X 28G(CQ)(0.30MM) DOMINA COLOUR SHEET,PC,02-0,0
02033130,3' X SPECIAL SIZE X 30G(0.28MM) DOMINA COLOUR SHEET,PC,02-0,0
020340125,4' X SPECIAL SIZE X 25G(0.50MM) E/P COLOUR SHEET,PC,02-0,0
020340126,4' X SPECIAL SIZE X 26G E/P COLOUR SHEET,PC,02-0,0
020340128,4' X SPECIAL SIZE X 28G(0.36MM) SP/L COLOUR SHEET,PC,02-0,0
02034025,4' X 8' X 25G(0.50MM) E/P COLOUR SHEET,PC,02-0,0
02034026,4' X 8' X 26G E/P COLOUR SHEET,PC,02-0,0
02034026A,4' X 8' X 26G(A)(0.44MM) SP COLOUR SHEET,PC,02-0,0
02034028,4' X 8' X 28G(0.36MM) SP/L COLOUR SHEET,PC,02-0,0
02040128EK,4' X 8' X 28G(0.36MM) SP/L DARK GREY SHEET,PC,02-0,0
0208310028,3' X 100' X 28G(0.36MM) SP/L SNOW WHITE PLAIN SHEET,ROLL,02-0,0
0208310033,3' X 100' X 33G(0.18MM) G.I PLAIN SHEET????,ROLL,02-0,0
0208310035,3' X 100' X 34G(0.20MM) YKGI PLAIN SHEET????,ROLL,02-0,0
02110008,(CAP BUNGA) 8' X 0.14MM G.I. CORR ZINC SHEET,SHEET,02-1,0
02111006,"(CAP ELEPHANT) 6'(1829MM) X 27"" X 35BG G.I. CORR ZINC SHEET",PC,02-1,0
021110071,"(CAP ELEPHANT) 7-1/8' (2172MM) X 27"" X 35BG G.I. CORR ZINC SHEET",PC,02-1,0
02111008,"(CAP ELEPHANT) 8'(2438MM) X 27"" X 35BG G.I. CORR ZINC SHEET",PC,02-1,0
02111010,"(CAP ELEPHANT) 10'(3048MM) X 27"" X 35BG G.I. CORR ZINC SHEET",PC,02-1,0
02111012,"(CAP ELEPHANT) 12'(3658MM) X 27"" X 35BG G.I. CORR ZINC SHEET",PC,02-1,0
02113407,"(CAP ELEPHANT)7'(2134MM) X 27"" X 34G G.I. CORR ZINC SHEET???",SHEET,02-1,0
02113409,"(CAP ELEPHANT)9'(2743MM) X 27"" X 34G G.I. CORR ZINC SHEET???",SHEET,02-1,0
02113410,"(CAP ELEPHANT)10'(3048MM) X 27"" X 34G G.I. CORR ZINC SHEET???",SHEET,02-1,0
021135006,"(CAP ELEPHANT)6'(1829MM) X 27"" X 35G G.I. CORR ZINC SHEET???",SHEET,02-1,0
021135008,"(CAP ELEPHANT)8'(2438MM) X 27"" X 35G G.I. CORR ZINC SHEET???",SHEET,02-1,0
02113509,"(CAP BUNGA)9' X 27"" X 35G G.I. CORR ZINC SHEET???",SHEET,02-1,0
021206,6' X 2# G.I. CORR ZINC SHEET???,SHEET,02-1,0
021207,7' X 2# G.I. CORR ZINC SHEET???,PC,02-1,0
021208,8' X 2# G.I. CORR ZINC SHEET???,SHEET,02-1,0
021209,9' X 2# G.I CORR ZINC SHEET ???,SHEET,02-1,0
021210,10' X 2# G.I CORR ZINC SHEET,SHEET,02-1,0
021212,12' X 2# G.I. CORR ZINC SHEET???,SHEET,02-1,0
0213628,"6' X 12"" X 28G ZINC RIDGE???",PC,02-1,0
0213630,"6' X 12"" X 30G ZINC RIDGE???",PC,02-1,0
0213635,"6' X 12"" X 35G GALUZINC / ZINC RIDGE???",PC,02-1,0
0213835,"8' X 12"" X 35G GALUZINC / ZINC RIDGE ???",PC,02-1,0
0214835,8' X 35G X 2# ZINC RIDGE???,PC,02-1,0
021506101,6' X 1.0MM P.C TRANSPARENT ROOFING SHEET ,SHEET,02-1,0
021506102,6' X 1.0MM/0.8MM (2#) (SUN TUF/VERMAX) TRANSPARENT ROOFING SHEET ,SHEET,02-1,0
02150710,7' X 1.0MM/0.8MM (SUN TUF/VERMAX) TRANSPARENT ROOFING SHEET ,SHEET,02-1,0
02150810,8' X 1.0MM P.C TRANSPARENT ROOFING SHEET ,SHEET,02-1,0
021508102,8' X 1.0MM/0.8MM (2#) (SUN TUF/VERMAX) TRANSPARENT ROOFING SHEET ,SHEET,02-1,0
021600810,8`X 1.0MM YUNDEK TRANSLUCENT SHEET (CLEAR) ?????,SHEET,02-1,0
021600811,8`X 1.0MM YUNDEK TRANSLUCENT SHEET (BROWN) ?????,SHEET,02-1,0
021601010,10' X 1.0MM YUNDEK TRANSLUCENT SHEET ?????,SHEET,02-1,0
021601210,12' X 1.0MM YUNDEK TRANSLUCENT SHEET ?????,SHEET,02-1,0
021601810,18' X 1.0MM YUNDEK TRANSLUCENT SHEET ?????,SHEET,02-1,0
021610825,8' X 2.5MM YUNDEK TRANSLUCENT SHEET ?????,SHEET,02-1,0
0216108252,8' X 2.5MM X 2# YUNDEK TRANSLUCENT SHEET ?????,SHEET,02-1,0
021611025,10' X 2.5MM YUNDEK TRANSLUCENT SHEET ????? ,SHEET,02-1,0
0216110252,10' X 2.5MM X 2# YUNDEK TRANSLUCENT SHEET ?????,SHEET,02-1,0
021611225,12' X 2.5MM YUNDEK TRANSLUCENT SHEET ?????,SHEET,02-1,0
0216112252,12' X 2.5MM X 2# YUNDEK TRANSLUCENT SHEET ?????,SHEET,02-1,0
021620515,5' X 33'' X 1.5MM YUNDEK TRANSLUCENT SHEET,SHEET,02-1,0
0216205152,5' X 33'' X 1.5MM X 2# YUNDEK TRANSLUCENT SHEET,SHEET,02-1,0
021620615,6' X 33'' X 1.5MM YUNDEK TRANSLUCENT SHEET,SHEET,02-1,0
021620815,8' X 33'' X 1.5MM YUNDEK TRANSLUCENT SHEET,SHEET,02-1,0
021621015,10' X 33'' X 1.5MM YUNDEK TRANSLUCENT SHEET,SHEET,02-1,0
021621215,12' X 33'' X 1.5MM YUNDEK TRANSLUCENT SHEET,SHEET,02-1,0
0217108,"8' X 26"" PC CORRUGATED TINTED BRONZE SHEET",PC,02-1,0
0217208,"8' X 26"" A LEVEL CORRUGATED TRANSPARENT SHEET (SOFT)",PC,02-1,0
0217210,"10' X 26"" A LEVEL CORRUGATED TRANSPARENT SHEET (SOFT)",PC,02-1,0
02301026,26G(0.48MM) X 762MM YK LOK,PC,02-3,0
0230225,25G(0.50MM) E/P COLOUR LOKPRO-670 R/SHEET,PC,02-3,0
0230226,26G(0.48MM) SP COLOUR LOKPRO-670 R/SHEET,PC,02-3,0
02311PROMO26A,8' X 26G(A) YUNDEK,PC,02-6,0
02311PROMO26B,8' X 26G(B) YUNDEK,PC,02-6,0
02311PROMO28,8' X 28G COLOUR YUNDEK R/SHEET,PC,02-6,0
02311PROMO28A,8' X 28GA COLOUR YUNDEK R/SHEET,PC,02-6,0
02311PROMO28CQ,8' X 28G CQ COLOUR YUNDEK  R/SHEET,PC,02-6,0
02311PROMO28CQGZ,8' X 28G CQ YUNDEK ALUZINC R/SHEET,PC,02-6,0
02311PROMO28GZ,8' X 28G YUNDEK ALUZINC R/SHEET,PC,02-6,0
02311PROMO30,8' X 30G COLOUR YUNDEK  R/SHEET,PC,02-6,0
02311PROMO33,8' X 32G/33G COLOUR YUNDEK R/SHEET,PC,02-6,0
023124BEM,24G(0.54MM) E/M COLOUR YUNDEK R/SHEET,PC,02-3,0
023125,25G(0.50MM) E/P COLOUR YUNDEK R/SHEET,PC,02-3,0
023125EC,25G(0.50MM) E/C COLOUR YUNDEK R/SHEET,PC,02-3,0
023125EM,25G(0.50MM) E/M COLOUR YUNDEK R/SHEET,PC,02-3,0
023126,26G(0.48MM) SP COLOUR YUNDEK R/SHEET,PC,02-3,0
0231262,26G(0.48MM) X 2# SP COLOUR YUNDEK R/SHEET,PC,02-3,0
023126A,26G(A)(0.44MM) SP COLOUR YUNDEK R/SHEET,PC,02-3,0
023126AP,26G(A)(0.44MM) SP COLOUR YUNDEK R/SHEET (PRODUCTION),PC,02-6,0
023126B,26G(B)(0.41MM) SP COLOUR YUNDEK R/SHEET,PC,02-3,0
023126BGZ,26G(B)(0.39MM) GALUZINC YUNDEK R/SHEET,PC,02-3,0
023126BP,26G(B)(0.41MM) SP COLOUR YUNDEK R/SHEET (PRODUCTION),PC,02-6,0
023126EC,26G(0.48MM) E/C COLOUR YUNDEK R/SHEET,PC,02-3,0
023126EM,26G(0.48MM) E/M COLOUR YUNDEK R/SHEET,PC,02-3,0
023126GZ,26G(0.46MM) GALUZINC YUNDEK R/SHEET,PC,02-3,0
023128,28G(0.36MM) SP/L COLOUR YUNDEK R/SHEET,PC,02-3,0
0231282,28G(0.36MM) X 2# E/K COLOUR YUNDEK R/SHEET,PC,02-3,0
0231282P,28G(0.36MM) X 2# E/K COLOUR YUNDEK R/SHEET (PRODUCTION),PC,02-6,0
023128A,28GA(0.33MM) SP/L COLOUR YUNDEK R/SHEET,PC,02-3,0
023128AGZ,28G(A)(0.31MM) ALUZEN YUNDEK R/SHEET,PC,02-3,0
023128AMP,28G CQ YUNDEK ALUZINC R/SHEET (PRODUCTION),PC,02-6,0
023128AP,28GA(0.33MM) SP/L COLOUR YUNDEK R/SHEET (PRODUCTION),PC,02-6,0
023128CQ,28G CQ(0.30MM) DOMINA COLOUR YUNDEK R/SHEET,PC,02-3,0
023128CQ08,2438MM( 8' ) X 28G CQ(0.30MM) DOMINA YODO BLUE YUNDEK R/SHEET,PC,02-3,0
023128CQ10,3048MM(10') X 28G CQ(0.30MM) DOMINA YODO BLUE YUNDEK R/SHEET,PC,02-3,0
023128CQ12,3658MM(12') X 28G CQ(0.30MM) DOMINA YODO BLUE YUNDEK R/SHEET,PC,02-3,0
023128CQ2,28G CQ X 2# DOMINA COLOUR YUNDEK R/SHEET,PC,02-3,0
023128CQ2P,28G CQ X 2# DOMINA COLOUR YUNDEK R/SHEET (PRODUCTION),PC,02-6,0
023128CQGZ,28G(CQ)(0.28MM) ALUZEN YUNDEK R/SHEET,PC,02-3,0
023128CQP,28G CQ(0.30MM) DOMINA COLOUR YUNDEK R/SHEET (PRODUCTION),PC,02-6,0
023128GP,28G(0.35MM)  YUNDEK ALUZINC R/SHEET (PRODUCTION),PC,02-6,0
023128GZ,28G(0.33MM) ALUZEN YUNDEK R/SHEET,PC,02-3,0
023128P,28G(0.36MM) SP/L COLOUR YUNDEK R/SHEET (PRODUCTION),PC,02-6,0
02312PROMO26,12' X 26G COLOUR YUNDEK R/SHEET,PC,02-6,0
02312PROMO26A,12' X 26G A COLOUR YUNDEK R/SHEET,PC,02-6,0
02312PROMO26B,12' X 26G B COLOUR YUNDEK R/SHEET,PC,02-6,0
02312PROMO28,12' X 28G COLOUR YUNDEK R/SHEET,PC,02-6,0
02312PROMO28A,12' X 28G A COLOUR YUNDEK R/SHEET,PC,02-6,0
02312PROMO28CQ,12' X 28G CQ COLOUR YUNDEK R/SHEET,PC,02-6,0
02312PROMO30,12' X 30G COLOUR YUNDEK R/SHEET,PC,02-6,0
02312PROMO33,12' X 33G COLOUR YUNDEK R/SHEET,PC,02-6,0
023130,30G(0.28MM) DOMINA COLOUR YUNDEK R/SHEET,PC,02-3,0
0231302,30G(0.28MM) X 2# DOMINA COLOUR YUNDEK R/SHEET,PC,02-3,0
023130P,30G(0.28MM) DOMINA COLOUR YUNDEK R/SHEET(PRODUCTION),PC,02-6,0
023132,32G(0.25MM) DOMINA COLOUR YUNDEK R/SHEET,PC,02-3,0
023132P,32G(0.25MM) DOMINA COLOUR YUNDEK R/SHEET(PRODUCTION),PC,02-6,0
023133,33G(0.22MM) DOMINA COLOUR YUNDEK R/SHEET,PC,02-3,0
023133P,33G(0.22MM) DOMINA COLOUR YUNDEK R/SHEET(PRODUCTION),PC,02-6,0
02322412BEM,"24G(0.54MM)(12"") E/M COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
02322512,"25G(0.50MM)(12"") E/P COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
02322512EC,"25G(0.50MM)(12"") E/C COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
02322512EM,"25G(0.50MM)(12"") E/M COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
02322612,"26G(0.48MM) X 762MM X 305MM(12"") SP NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
02322612EC,"26G(0.48MM) X 762MM X 305MM(12"") E/C COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
02322612EM,"26G(0.48MM) X 762MM X 305MM(12"") E/M COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
02322612GZ,"26G(0.46MM)(12"") GALUZINC NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
023226A12,"26G(A)(0.44MM)(12"") SP COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
023226B12,"26G(B)(0.41MM)(12"") SP COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
02322812,"28G(0.36MM)(12"") SP/L COLOUR NALCA (YUNDEK STEP 318) R/SHEET",PC,02-3,0
023424BEM,24G(0.54MM) E/M COLOUR YUNDEK CRIMP CURVE R/SHEET,PC,02-3,0
023425,25G(0.50MM) E/P COLOUR YUNDEK CRIMP CURVE R/SHEET,PC,02-3,0
023425EC,25G(0.50MM)) E/C COLOUR YUNDEK CRIMP CURVE R/SHEET,PC,02-3,0
023425EM,25G(0.50MM) E/M COLOUR YUNDEK CRIMP CURVE R/SHEET,PC,02-3,0
023426,26G(0.48MM) X 762MM SP COLOUR YUNDEK CURVE R/SHEET,PC,02-3,0
023426A,26G(A)(0.44MM) SP COLOUR YUNDEK CRIMP CURVE R/SHEET,PC,02-3,0
023426B,26G(B)(0.41MM) SP COLOUR YUNDEK CRIMP CURVE R/SHEET,PC,02-3,0
023426EC,26G(0.48MM) X 762MM E/C COLOUR YUNDEK CURVE R/SHEET,PC,02-3,0
023426EM,26G(0.48MM) X 762MM E/M COLOUR YUNDEK CURVE R/SHEET,PC,02-3,0
023426GZ,26G(0.46MM) GALUZINC YUNDEK CRIMP CURVE R/SHEET,PC,02-3,0
023428,28G(0.36MM) SP/L COLOUR YUNDEK CRIMP CURVE R/SHEET,PC,02-3,0
0235124BEM,24G(0.54MM) E/M COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235125,25G(0.50MM) E/P COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235125EC,25G(0.50MM) E/C COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235125EM,25G(0.50MM) E/M COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235126,26G(0.48MM) X 762MM(FT2) SP COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235126A,26G(A)(0.44MM) SP/L E/P COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235126B,26G(B)(0.41MM) SP/L COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235126EC,26G(0.48MM) X 762MM E/C COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235126EM,26G(0.48MM) X 762MM E/M COLOUR YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235126GZ,26G(0.46MM) GALUZINC YUNDEK FULL CURVE R/SHEET,PC,02-3,0
0235128,28G(0.36MM) SP/L COLOUR YUNDEK FULL CURVE R/SHEET ,PC,02-3,0
0235224BEM,24G(0.54MM) E/M COLOUR V-DEK FULL CURVE R/SHEET ,PC,02-3,0
0235225,25G(0.50MM) E/P COLOUR V-DEK FULL CURVE R/SHEET,PC,02-3,0
0235225EC,25G(0.50MM) E/C COLOUR V-DEK FULL CURVE R/SHEET,PC,02-3,0
0235225EM,25G(0.50MM) E/M COLOUR V-DEK FULL CURVE R/SHEET,PC,02-3,0
0235226,26G(0.48MM) X 750MM SP COLOUR V-DEK FULL CURVE R/SHEET,PC,02-3,0
0235226A,26G(A)(0.44MM) SP COLOUR V-DEK FULL CURVE R/SHEET,PC,02-3,0
0235226B,26G(B)(0.41MM) SP COLOUR V-DEK FULL CURVE R/SHEET ,PC,02-3,0
0235226EC,26G(0.48MM) X 750MM E/C COLOUR V-DEK FULL CURVE R/SHEET,PC,02-3,0
0235226EM,26G(0.48MM) X 750MM E/M COLOUR V-DEK FULL CURVE R/SHEET,PC,02-3,0
0235228,28G(0.36MM) SP/L COLOUR V-DEK FULL CURVE R/SHEET ,PC,02-3,0
023624BEM,24G(0.54MM) E/M COLOUR V-DEK R/SHEET,PC,02-3,0
023625,25G(0.50MM) E/P COLOUR V-DEK R/SHEET,PC,02-3,0
023625EC,25G(0.50MM) E/C COLOUR V-DEK R/SHEET,PC,02-3,0
023625EM,25G(0.50MM) E/M COLOUR V-DEK R/SHEET,PC,02-3,0
023626,26G(0.48MM) SP COLOUR V-DEK R/SHEET,PC,02-3,0
023626A,26G(A)(0.44MM) SP COLOUR V-DEK R/SHEET,PC,02-3,0
023626B,26G(B)(0.41MM) SP COLOUR V-DEK R/SHEET,PC,02-3,0
023626BGZ,26G(B)(0.39MM) GALUZINC V-DEK R/SHEET,PC,02-3,0
023626EC,26G(0.48MM) E/C COLOUR V-DEK R/SHEET,PC,02-3,0
023626EM,26G(0.48MM) E/M COLOUR V-DEK R/SHEET,PC,02-3,0
